Page,District_Name,Issuer,Investment_Amount
1229,Missouri 6th,MISSOURI ST ENVIRONMENTAL IMPT & ENERGY RES AUT...,32955000
1229,Missouri 6th,MISSOURI ST HEALTH & EDL FACS AUTH EDL FACS REV,32300000
1229,Missouri 6th,CLAY CNTY MO SCH DIST NO 40 EXCELSIOR SPRINGS,30590000
1229,Missouri 6th,ST JOSEPH MO SCH DIST,30455000
1229,Missouri 6th,RANDOLPH CNTY MO SCH DIST NO 81 MOBERLY,28710000
1229,Missouri 6th,LINCOLN CNTY MO REORG SCH DIST NO RE-04,27735000
1229,Missouri 6th,PLATTE CNTY MO INDL DEV AUTH TRANSN REV,27540000
1230,Missouri 6th,ANDREW CNTY MO R-III SCH DIST LEASE CTFS PARTN ...,27360000
1230,Missouri 6th,CAMERON MO CTFS PARTN,25500000
1230,Missouri 6th,KEARNEY MO,25045000
1230,Missouri 6th,EXCELSIOR SPRINGS MO CTFS PARTN,22575000
1230,Missouri 6th,EAST BUCHANAN CNTY C-1 SCH DIST MO LEASE CTFS P...,22095000
1230,Missouri 6th,MISSOURI WESTN ST UNIV AUXILIARY SYS REV,21925000
1230,Missouri 6th,NORTHWEST MO ST UNIV REV,21570000
1230,Missouri 6th,MARYVILLE MO SCH DIST NO R-II,21390000
1230,Missouri 6th,LIVINGSTON CNTY MO REORG SCH DIST NO R-02 CHILL...,21180000
1230,Missouri 6th,CAMERON MO SCH DIST NO R-I,21050000
1230,Missouri 6th,CAMDEN CNTY MO PUB WTR SUPPLY DIST NO 4 CTFS PARTN,20965000
1230,Missouri 6th,MARYVILLE MO CTFS PARTN,20420000
1230,Missouri 6th,ST JOSEPH MO INDL DEV AUTH HEALTHCARE REV,19655000
1230,Missouri 6th,CLAY CNTY MO SCH DIST R-II SMITHVILLE CTFS PARTN,18810000
1230,Missouri 6th,PARKVILLE MO INDL DEV AUTH REV,18325000
1230,Missouri 6th,PALMYRA MO REORG SCH DIST NO R-1,17070000
1230,Missouri 6th,MONROE CITY MO SCH DIST R-I,16005000
1230,Missouri 6th,MISSOURI ST HSG DEV COMMN MULTIFAMILY HSG REV,15810000
1230,Missouri 6th,BOONE CNTY MO REORG SCH DIST NO R-6,14110000
1230,Missouri 6th,CLINTON CNTY MO INDL DEV AUTH HEALTH FACS REV,13840000
1230,Missouri 6th,LAWSON MO REORG SCH DIST NO R-14,13400000
1230,Missouri 6th,MISSOURI ST DEV FIN BRD LEASHOLD REV,13200000
1230,Missouri 6th,AUDRAIN CNTY MO SCH DIST NO 59 MEXICO,13000000
1230,Missouri 6th,BOWLING GREEN MO SCH DIST NO R001,12330000
1230,Missouri 6th,TRENTON MO REORG SCH DIST NO R 09,11320000
1230,Missouri 6th,STURGEON R-V SCH DIST MO,10585000
1230,Missouri 6th,MEXICO MO SCH DIST NO 59,10520000
1230,Missouri 6th,MISSOURI ST ENVIRONMENTAL IMPT & ENERGY RES AUT...,10420000
1230,Missouri 6th,RALLS CNTY MO SCH DIST NO R&02,10135000
1230,Missouri 6th,BUCHANAN CNTY MO SCH DIST NO R-V MID-BUCHANAN,9645000
1230,Missouri 6th,ST JOSEPH MO SCH DIST LEASE CTFS PARTN,8985000
1230,Missouri 6th,ROCK PORT MO R-II SCH DIST ATCHISON CNTY,8810000
1230,Missouri 6th,HANNIBAL MO WTRWKS REV,8635000
1230,Missouri 6th,MARION CNTY MO SCH DIST NO 60 HANNIBAL LEASE PA...,8360000
1230,Missouri 6th,CLINTON CNTY MO REORG SCH DIST NO R-03,8130000
1230,Missouri 6th,SHELBY CNTY MO SCH DIST R-IV LEASE CTFS PARTN,8110000
1230,Missouri 6th,PLATTSBURG MO COMB WTRWKS & SEW SYS REV,7990000
1230,Missouri 6th,KEARNEY MO CTFS PARTN,7775000
1230,Missouri 6th,MARYVILLE MO WTRWKS & SEW SYS REV,7470000
1230,Missouri 6th,ATCHISON CNTY MO R-I SCH DIST LEASE CTFS PARTN ...,7385000
1230,Missouri 6th,PLATTE CITY MO,7365000
1230,Missouri 6th,SMITHVILLE MO CTFS PARTN,6830000
1230,Missouri 6th,MARCELINE MO SCH DIST R-V,6715000
1231,Missouri 6th,CALDWELL CNTY MO SCH DIST NO R-II HAMILTON,6650000
1231,Missouri 6th,CLARK CNTY MO REORG SCH DIST NO R 01,6300000
1231,Missouri 6th,SMITHVILLE MO TAX INCREMENT REV,6100000
1231,Missouri 6th,RIVERSIDE-QUINDARO BEND LEVEE DIST MO LEVEE DIS...,6075000
1231,Missouri 6th,MACON CNTY MO SCH DIST R-1 LEASE CTFS PARTN,5960000
1231,Missouri 6th,PLATTE CNTY MO R-III SCH DIST BLDG CORP LEASEHO...,5890000
1231,Missouri 6th,CAMERON MO INDL DEV AUTH HEALTH FACS REV,5885000
1231,Missouri 6th,NORTH PLATTE CNTY R-I SCH DIST MO,5865000
1231,Missouri 6th,PIKE CNTY MO REORG SCH DIST NO 3,5850000
1231,Missouri 6th,PUTNAM CNTY MO REORG SCH DIST NO R-1,5405000
1231,Missouri 6th,KIRKSVILLE MO CTFS PARTN,5375000
1231,Missouri 6th,NORTHEAST RANDOLPH CNTY MO SCH DIST R-IV,5265000
1231,Missouri 6th,CALDWELL CNTY MO SCH DIST R-VII POLO,5240000
1231,Missouri 6th,WASHINGTON CNTY MO SCH DIST NO K-14 KINGSTON,5155000
1231,Missouri 6th,LEWIS CNTY MO SCH DIST NO R-V CANTON,5140000
1231,Missouri 6th,SILEX R-I SCH DIST MO,5050000
1231,Missouri 6th,RICHMOND MO,4970000
1231,Missouri 6th,BROOKFIELD MO REORG SCH DIST NO R 03,4965000
1231,Missouri 6th,MISSOURI ST DEV FIN BRD SALES TAX REV,4920000
1231,Missouri 6th,SMITHVILLE MO,4905000
1231,Missouri 6th,MEXICO MO SWR SYS REV,4805000
1231,Missouri 6th,MACON CNTY MO LEASE CTFS PARTN,4750000
1231,Missouri 6th,LIBERTY MO PUB SCH DIST NO 53 LEASE PARTN CTFS,4625000
1231,Missouri 6th,MERCER CNTY MO SCH DIST NO R-5,4605000
1231,Missouri 6th,CLINTON CNTY MO REORG SCH DIST NO R-02,4540000
1231,Missouri 6th,RAY CNTY MO REORG SCH DIST NO XI ORRICK,4500000
1231,Missouri 6th,ANDREW CNTY MO R-IX SCH DIST AVENUE CITY,4215000
1231,Missouri 6th,LINCOLN CNTY MO REORG SCH DIST NO R-IV LEASE CT...,4100000
1231,Missouri 6th,MONROE CNTY MO REORG SCH DIST NO R-02,4000000
1231,Missouri 6th,CHILLICOTHE MO TAX INCREMENT REV,3955000
1231,Missouri 6th,MILAN MO SCH DIST C-2 LEASE CTFS PARTN,3715000
1231,Missouri 6th,MISSOURI SCH BRDS ASSOC LEASE PARTN CTFS,3690000
1231,Missouri 6th,KING CITY MO R-I SCH DIST,3680000
1231,Missouri 6th,AUDRAIN CNTY MO CMNTY R-VI SCH DIST,3525000
1231,Missouri 6th,PLATTE CNTY MO,3515000
1231,Missouri 6th,SCHUYLER CNTY MO REORG SCH DIST NO R-1 LEASE CT...,3500000
1231,Missouri 6th,CALDWELL CNTY MO R-II SCH DIST LEASE CTFS PARTN...,3475000
1231,Missouri 6th,CHARITON CNTY MO SCH DIST R-IV LEASE CTFS PARTN...,3470000
1231,Missouri 6th,VAN-FAR MO R-I SCH DIST,3400000
1231,Missouri 6th,BRUNSWICK MO SCH DIST NO R-II,3345000
1231,Missouri 6th,KNOX CNTY MO SCH DIST NO R-01,3340000
1231,Missouri 6th,CARROLLTON MO SCH DIST R-VII CTFS PARTN,3300000
1231,Missouri 6th,LOUISIANA MO SCH DIST NO R-2,3270000
1232,Missouri 6th,CAMERON MO SCH DIST R-1 LEASE CTFS PARTN,3200000
1232,Missouri 6th,HANNIBAL MO SEW SYS REV,3065000
1232,Missouri 6th,LAWSON MO,3000000
1232,Missouri 6th,SCOTLAND CNTY MO SCH DIST R-I LEASE CTFS PARTN,2975000
1232,Missouri 6th,NODAWAY HOLT R-VII SCH DIST MO LEASE CTFS PARTN,2970000
1232,Missouri 6th,CARROLLTON MO CTFS PARTN,2870000
1232,Missouri 6th,DAVIESS CNTY MO SCH DIST R-VI WINSTON LEASE CTF...,2845000
1232,Missouri 6th,BUCHANAN CNTY MO REORG SCH DIST NO R-1V,2725000
1232,Missouri 6th,TRENTON MO CTFS PARTN,2710000
1232,Missouri 6th,NORTH SHELBY SCH DIST SHELBY CNTY MO,2670000
1232,Missouri 6th,NORTH NODAWAY CNTY MO SCH DIST NO R-VI,2650000
1232,Missouri 6th,PUTNAM CNTY MO,2645000
1232,Missouri 6th,WEST NODAWAY CNTY MO SCH DIST R-I,2645000
1232,Missouri 6th,RALLS CNTY MO R-II SCH DIST CTFS PARTN,2605000
1232,Missouri 6th,SAVANNAH MO COMBINED WTRWKS & SEW SYS REV,2575000
1232,Missouri 6th,SULLIVAN CNTY MO REORG SCH DIST NO 001 GREEN CITY,2550000
1232,Missouri 6th,MOSCOW MILLS MO WTR & SWR REV,2494508
1232,Missouri 6th,PLATTSBURG MO CTFS PARTN,2455000
1232,Missouri 6th,SOUTH HARRISON CNTY MO SCH DIST R-II LEASE CTFS...,2325000
1232,Missouri 6th,PARKVILLE MO CTFS PARTN,2290000
1232,Missouri 6th,LEWIS CNTY MO SCH DIST C-1 LEASE CTFS PARTN,2255000
1232,Missouri 6th,ADAIR CNTY MO SCH DIST NO R-II,2150000
1232,Missouri 6th,MEADVILLE MO REORG SCH DIST NO R-4 LINN CNTY,2135000
1232,Missouri 6th,DEKALB CNTY MO CTFS PARTN,2120000
1232,Missouri 6th,NORBORNE MO WTRWKS & SEW SYS REV,2005000
1232,Missouri 6th,BETHANY MO,1980000
1232,Missouri 6th,CALDWELL CNTY MO SCH DIST C-4 BRAYMER LEASE CTF...,1925000
1232,Missouri 6th,CARROLL CNTY MO SCH DIST R-VIII NORBORNE,1905000
1232,Missouri 6th,RANDOLPH CNTY MO LEASE CTFS PARTN,1840000
1232,Missouri 6th,BROOKFIELD MO CTFS PARTN,1830000
1232,Missouri 6th,HOLT CNTY MO R-II SCH DIST LEASE CTFS PARTN MOUND,1825000
1232,Missouri 6th,NORTHWESTERN R-I SCH DIST MO,1740000
1232,Missouri 6th,GRUNDY CNTY MO CTFS PARTN,1595000
1232,Missouri 6th,HARDIN CENT C-2 SCH DIST MO LEASE CTFS PARTN,1570000
1232,Missouri 6th,ADAIR CNTY MO REORG SCH DIST NO R-I,1485000
1232,Missouri 6th,OSBORN R-O SCH DIST MO,1475000
1232,Missouri 6th,CLAYCOMO MO,1465000
1232,Missouri 6th,LATHROP MO R-II SCH DIST LEASE PARTN CTFS SCH D...,1450000
1232,Missouri 6th,BROOKFIELD MO WTR & SWR REV,1425000
1232,Missouri 6th,HIGBEE MO SCH DIST R-VIII RANDOLPH CNTY LEASE C...,1420000
1232,Missouri 6th,WORTH CNTY MO R-III SCH DIST,1405000
1232,Missouri 6th,CANTON MO CTFS PARTN,1395000
1232,Missouri 6th,CLARK CNTY MO,1330000
1233,Missouri 6th,LATHROP MO CTFS PARTN,1305000
1233,Missouri 6th,NORTHEAST NODAWAY CNTY MO SCH DIST NO R-V,1300000
1233,Missouri 6th,KNOX CNTY MO SCH DIST R-1 LEASE CTFS PARTN,1250000
1233,Missouri 6th,CHILLICOTHE R-II SCH DIST LIVINGSTON CNTY MO,1205000
1233,Missouri 6th,SCHUYLER CNTY MO REORG SCH DIST NO R-1,1170000
1233,Missouri 6th,DAVIESS CNTY MO SCH DIST R-II PATTONSBURG,1155000
1233,Missouri 6th,NORTH HARRISON R-III SCH DIST HARRISON CNTY MO ...,1150000
1233,Missouri 6th,EDGERTON MO WTRWKS & SEW SYS REV,1120000
1233,Missouri 6th,JEFFERSON C-123 SCH DIST NODAWAY CNTY MO,1055000
1233,Missouri 6th,HOLT CNTY MO LEVEE DIST NO 7,1040000
1233,Missouri 6th,LINCOLN CNTY MO R-III SCH DIST TROY LEASE CTFS ...,1000000
1233,Missouri 6th,WEST PLATTE CNTY R-II SCH DIST MO CTFS PARTN,1000000
1233,Missouri 6th,STEWARTSVILLE MO C-II SCH DIST,990000
1233,Missouri 6th,BEVIER MO WTRWKS & SEW SYS REV,985000
1233,Missouri 6th,PRINCETON MO WTR & SWR REV,950000
1233,Missouri 6th,MARYVILLE MO,880000
1233,Missouri 6th,WESTON MO,840000
1233,Missouri 6th,KIRKSVILLE MO COMB WTRWKS & SEW SYS REV,825000
1233,Missouri 6th,CANTON MO,785000
1233,Missouri 6th,DAVIESS CNTY MO SCH DIST NO R-VII LEASE CTFS PARTN,780000
1233,Missouri 6th,BURLINGTON JUNCTION MO WTRWKS & SEW SYS REV,755000
1233,Missouri 6th,MARION CNTY MO SCH DIST R-II,750000
1233,Missouri 6th,SAVANNAH MO,740000
1233,Missouri 6th,DE KALB CNTY MO PUB WTR SUPPLY DIST NO 001 WTRW...,725000
1233,Missouri 6th,PARIS MO SCH DIST NO R-II,700000
1233,Missouri 6th,MONROE CITY MO LEASE CTFS PARTN,695000
1233,Missouri 6th,GENTRY CNTY MO SCH DIST NO R-III ALBANY CTFS PARTN,625000
1233,Missouri 6th,AUDRAIN CNTY MO SCH DIST NO 59 LEASE CTFS PARTN...,615000
1233,Missouri 6th,DEKALB CNTY MO LEASE CTFS PARTN,605000
1233,Missouri 6th,LATHROP MO,595000
1233,Missouri 6th,HOLT MO CMNTY FIRE PROTN DIST,560000
1233,Missouri 6th,KNOX CNTY MO PUB WTR SUPPLY DIST NO 1 WTRWKS REV,485000
1233,Missouri 6th,LINN CNTY MO R-II SCH DIST LEASE CTFS PARTN BUC...,450000
1233,Missouri 6th,DAVIESS CNTY MO SCH DIST NO R-5 GALLATIN LEASE ...,380000
1233,Missouri 6th,CRAIG MO,330000
1233,Missouri 6th,CANTON MO COMB WTRWKS & SEW SYS REV,310000
1233,Missouri 6th,ADAIR CNTY MO R-1 SCH DIST LEASE CTFS PARTN,265000
1233,Missouri 6th,CRAIG MO CTFS PARTN,250000
1233,Missouri 6th,BURLINGTON JUNCTION MO,240000
1233,Missouri 6th,SAVANNAH MO CTFS PARTN,215000
1233,Missouri 6th,BRUNSWICK MO WTRWKS & SEW SYS REV,210000
1233,Missouri 6th,HIGBEE MO,195000
1233,Missouri 6th,HUNTSVILLE MO,191000
1234,Missouri 6th,AUDRAIN CNTY MO CMNTY R-VI SCH DIST LEASE CTFS ...,190000
1234,Missouri 6th,BRAYMER MO EQUIP LEASE PUR AGREEMENT,188000
1234,Missouri 6th,MERCER MO,176000
1234,Missouri 6th,NORTH ANDREW CNTY MO SCH DIST R-VI LEASE CTFS P...,175000
1234,Missouri 6th,HAMILTON MO WTRWKS REV,130000
1234,Missouri 6th,HARDIN MO CTFS PARTN,130000
1234,Missouri 6th,BARNARD MO CTFS PARTN,125000
1234,Missouri 6th,PLATTE CITY MO CTFS PARTN,125000
1234,Missouri 6th,ROCK PORT MO,122000
1234,Missouri 6th,CLARENCE MO WTRWKS & SEW SYS REV,117000
1234,Missouri 6th,MONROE CNTY MO PUB WTR SUPPLY DIST NO 2 WTRWKS REV,95000
1234,Missouri 6th,MERCER MO CTFS PARTN,75000
1234,Missouri 6th,HAMILTON MO,60000
1234,Missouri 6th,RAVENWOOD MO COMBINED WTRWKS SEW SYS REV,55000
1234,Missouri 6th,QUEEN CITY MO,40000
1234,Missouri 6th,WAVERLY MO,28750
1234,Missouri 6th,MISSOURI ST HSG DEV COMMN MTG REV,25000
1234,Missouri 6th,PARKVILLE MO,22411
1234,Missouri 6th,POLO MO,20000
1237,Missouri 7th,MISSOURI ST HSG DEV COMMN SINGLE FAMILY MTG REV,1862949060
1237,Missouri 7th,MISSOURI ST HWYS & TRANS COMMN ST RD REV,987295000
1237,Missouri 7th,MISSOURI ST HEALTH & EDL FACS AUTH HEALTH FACS REV,782675000
1237,Missouri 7th,SPRINGFIELD MO SCH DIST NO R 12,467255000
1237,Missouri 7th,SPRINGFIELD MO PUB UTIL REV,363400000
1237,Missouri 7th,MISSOURI ST BRD PUB BLDGS SPL OBLIG,342705000
1237,Missouri 7th,MISSOURI ST DEV FIN BRD INFRASTRUCTURE FACS REV,234435000
1237,Missouri 7th,MISSOURI ST DEV FIN BRD REV,183580000
1237,Missouri 7th,GREENE CNTY MO CTFS PARTN,127235000
1237,Missouri 7th,SPRINGFIELD MO SPL OBLIG,111170000
1237,Missouri 7th,MISSOURI ST PUB UTILS COMMN REV,102500000
1237,Missouri 7th,JOPLIN MO SCHS,97550000
1237,Missouri 7th,NIXA MO PUB SCHS,94950000
1237,Missouri 7th,GREENE CNTY MO REORG SCH DIST NO R-03,84235000
1237,Missouri 7th,GREENE CNTY MO REORG SCH DIST NO R-02,62570000
1237,Missouri 7th,REPUBLIC MO SPL OBLIG,52805000
1237,Missouri 7th,MISSOURI ST HEALTH & EDL FACS AUTH REV,45685000
1237,Missouri 7th,LOGAN ROGERSVILLE MO REORG NO R 08 SCH DIST,41815000
1237,Missouri 7th,JOPLIN MO INDL DEV AUTH HEALTH FACS REV,41100000
1237,Missouri 7th,CARL JUNCTION MO R-I SCH DIST,41075000
1237,Missouri 7th,REEDS SPRING MO R-IV SCH DIST,40625000
1237,Missouri 7th,NEOSHO MO REORG SCH DIST NO R05,37510000
1237,Missouri 7th,BRANSON MO INDL DEV AUTH TAX INCREMENT REV,34658665
1237,Missouri 7th,JASPER CNTY MO REORG SCH DIST NO R-009 CARTHAGE,32325000
1237,Missouri 7th,BARRY CNTY MO REORG SCH DIST NO R-I,28830000
1237,Missouri 7th,BRANSON MO REORG SCH DIST NO R-4,27710000
1237,Missouri 7th,OZARK MO CTFS PARTN,26490000
1237,Missouri 7th,MISSOURI ST HEALTH & EDL FACS AUTH EDL FACS REV,25945000
1237,Missouri 7th,STRAFFORD MO REORG SCH DIST NOR-VI,25350000
1237,Missouri 7th,MCDONALD CNTY MO R-I SCH DIST,24975000
1237,Missouri 7th,WEBB CITY MO R-7 SCH DIST JASPER CNTY,24800000
1237,Missouri 7th,TANEY CNTY MO REORG SCH DIST NO R-V HOLLISTER,24525000
1237,Missouri 7th,MOUNT VERNON MO SCH DIST NO R-V LAWRENCE,24355000
1237,Missouri 7th,CLEVER MO REORG SCH DIST NO R-V,17475000
1237,Missouri 7th,CASSVILLE MO SCH DIST NO R-IV,16080000
1237,Missouri 7th,MISSOURI ST HSG DEV COMMN MULTIFAMILY HSG REV,15810000
1237,Missouri 7th,CARTHAGE MO CTFS PARTN,15365000
1237,Missouri 7th,SPRINGFIELD MO PUB UTILS BRD REV,15125000
1238,Missouri 7th,STONE CNTY MO REORG SCH DIST NO 4 REEDS SPRING,14880000
1238,Missouri 7th,BARRY CNTY MO CTFS PARTN,14810000
1238,Missouri 7th,NIXA MO SPL OBLIG,14630000
1238,Missouri 7th,MISSOURI ST DEV FIN BRD LEASHOLD REV,13200000
1238,Missouri 7th,NEWTON CNTY MO SCH DIST NO R-07,12880000
1238,Missouri 7th,AURORA MO REORG SCH DIST NO 008,11130000
1238,Missouri 7th,AURORA MO CTFS PARTN,10790000
1238,Missouri 7th,OZARK MO FIRE PROTN DIST,10700000
1238,Missouri 7th,BRANSON MO CTFS PARTN,10015000
1238,Missouri 7th,DIAMOND MO R-IV SCH DIST,8755000
1238,Missouri 7th,MOUNT VERNON MO CTFS PARTN,8570000
1238,Missouri 7th,LAWRENCE CNTY MO REORG SCH DIST NO R-IX,8515000
1238,Missouri 7th,BARTON CNTY MO HOSP REV,8430000
1238,Missouri 7th,WEBSTER CNTY MO CTFS PARTN,8385000
1238,Missouri 7th,SPOKANE MO SCH DIST R-VII,7670000
1238,Missouri 7th,GREENE CNTY MO,7510000
1238,Missouri 7th,TANEY CNTY MO REORG SCH DIST NO R-III,7475000
1238,Missouri 7th,CHRISTIAN CNTY MO SPL OBLIG,6645000
1238,Missouri 7th,LAWRENCE CNTY MO R-II SCH DIST MILLER,6120000
1238,Missouri 7th,GREENE CNTY MO SPL OBLIG,5920000
1238,Missouri 7th,WEBSTER CNTY MO SCH DIST NO R-3 FORDLAND CTFS P...,5445000
1238,Missouri 7th,WILLARD MO CTFS PARTN,5270000
1238,Missouri 7th,WEBSTER CNTY MO REORG SCH DIST NO R-3 FORDLAND,5070000
1238,Missouri 7th,MISSOURI ST DEV FIN BRD SALES TAX REV,4920000
1238,Missouri 7th,SOUTHWEST BARRY CNTY MO R-V SCH DIST,4795000
1238,Missouri 7th,BARRY CNTY MO REORG SCH DIST NO R-II,4770000
1238,Missouri 7th,JASPER CNTY MO SCH DIST R-IX CARTHAGE CTFS PARTN,4500000
1238,Missouri 7th,STONE CNTY MO REORG SCH DIST NO R-3 CRANE,4355000
1238,Missouri 7th,FAIR GROVE MO SCH DIST R-X,4045000
1238,Missouri 7th,WEBSTER CNTY MO SCH DIST NO R-2 SEYMOUR LEASE C...,4035000
1238,Missouri 7th,VERONA R-VII SCH DIST MO,4030000
1238,Missouri 7th,STONE CNTY MO CTFS PARTN,3955000
1238,Missouri 7th,GREENE CNTY MO SCH DIST R-V WALNUT GROVE LEASE ...,3370000
1238,Missouri 7th,GREENE CNTY MO REORG SCH DIST NO R-03 LEASE CTF...,3285000
1238,Missouri 7th,HOLLISTER MO TAX INCREMENT REV,3095000
1238,Missouri 7th,SPRINGFIELD MO,3070000
1238,Missouri 7th,WEBB CITY MO R-VII SCH DIST CTFS PARTN,2985000
1238,Missouri 7th,KIMBERLING CITY MO SWR REV,2695000
1238,Missouri 7th,CHRISTIAN CNTY MO REORG SCH DIST NO R-4,2665000
1238,Missouri 7th,SPARTA MO R-III SCH DIST LEASE CTFS PARTN,2650000
1238,Missouri 7th,HOLLISTER MO REORG SCH DIST NO R-5 LEASE CTFS P...,2480000
1238,Missouri 7th,MONETT MO SCH DIST R-I BARRY CNTY LEASE CTFS PARTN,2365000
1238,Missouri 7th,STONE CNTY MO REORG SCH DIST NO R-2,2320000
1239,Missouri 7th,CLEVER MO REORG SCH DIST NO R-V LEASE PARTN CTFS,2215000
1239,Missouri 7th,EAST NEWTON CNTY MO REORG SCH DIST NO R-VI,2200000
1239,Missouri 7th,TANEY CNTY MO REORG SCH DIST NO R-VI KIRBYVILLE,2185000
1239,Missouri 7th,BILLINGS MO WTRWKS & SEW SYS REV,1925000
1239,Missouri 7th,WEBB CITY MO,1840000
1239,Missouri 7th,MCDONALD CNTY MO R-I SCH DIST LEASE CTF PARTN,1830000
1239,Missouri 7th,CHRISTIAN CNTY MO REORG SCH DIST NO R-3,1820000
1239,Missouri 7th,GREENE CNTY MO REORG SCH DIST NO R-IV,1780000
1239,Missouri 7th,NEOSHO MO CTFS PARTN,1655000
1239,Missouri 7th,CARL JUNCTION MO,1615000
1239,Missouri 7th,CHADWICK R-I SCH DIST MO,1560000
1239,Missouri 7th,ORONOGO MO COMBINED WTRWKS & SEW SYS REV,1495000
1239,Missouri 7th,TANEYVILLE MO SCH DIST NO R-2,1450000
1239,Missouri 7th,WHEATON MO R-III SCH DIST LEASE CTFS PARTN BARR...,1400000
1239,Missouri 7th,CARTERVILLE MO COMB WTRWKS & SEW SYS REV,1395000
1239,Missouri 7th,NEOSHO MO SPL OBLIG,1225000
1239,Missouri 7th,WHEATON MO SCH DIST NO R-III,1155000
1239,Missouri 7th,BRANSON MO REORG SCH DIST NO 4 TANEY CNTY LEASE...,1040000
1239,Missouri 7th,STONE CNTY MO REORG SCH DIST NO R-I HURLEY,955000
1239,Missouri 7th,FAIR GROVE MO SCH DIST R-X GREENE CNTY LEASE PA...,935000
1239,Missouri 7th,SOUTHWEST BARRY CNTY MO R-V SCH DIST LEASE CTFS...,835000
1239,Missouri 7th,PINEVILLE MO WTRWKS & SEW REV,830000
1239,Missouri 7th,HOLLISTER MO REORG SCH DIST NO R-V CTFS PARTN,800000
1239,Missouri 7th,STONE CNTY MO SCH DIST R-III CRANE LEASE PARTN ...,800000
1239,Missouri 7th,JASPER CNTY MO R-V SCH DIST CTFS PARTN,775000
1239,Missouri 7th,BRANSON WEST MO CTFS PARTN,690000
1239,Missouri 7th,JASPER CNTY MO SCH DIST NO R-II SARCOXIE LEASE ...,680000
1239,Missouri 7th,OZARK MO NEIGHBORHOOD IMPT DIST,464644
1239,Missouri 7th,EAST NEWTON CNTY MO REORG SCH DIST NO R-VI LEAS...,405000
1239,Missouri 7th,SARCOXIE MO WTRWKS & SEW SYS REV,395000
1239,Missouri 7th,GRANBY MO CTFS PARTN,355000
1239,Missouri 7th,VERONA R-VII SCH DIST MO LEASE CTFS PARTN,290000
1239,Missouri 7th,CARTERVILLE MO,285000
1239,Missouri 7th,BARRY CNTY MO REORG SCH DIST NO R-6,250000
1239,Missouri 7th,MARIONVILLE R-IX SCH DIST LAWRENCE CNTY MO LEAS...,170000
1239,Missouri 7th,HURLEY SCH DIST R-I STONE CNTY MO LEASE PARTN CTFS,65000
1239,Missouri 7th,NIXA MO CTFS PARTN,55000
1239,Missouri 7th,MISSOURI ST HSG DEV COMMN MTG REV,25000
1239,Missouri 7th,OZARK MO WTRWKS & SWR REV,25000
1243,Missouri 8th,MISSOURI ST HSG DEV COMMN SINGLE FAMILY MTG REV,1862949060
1243,Missouri 8th,MISSOURI ST HEALTH & EDL FACS AUTH HEALTH FACS REV,1847520000
1243,Missouri 8th,MISSOURI ST HWYS & TRANS COMMN ST RD REV,987295000
1243,Missouri 8th,CURATORS UNIV MO SYS FACS REV,552840000
1243,Missouri 8th,MISSOURI ST BRD PUB BLDGS SPL OBLIG,342705000
1243,Missouri 8th,CAPE GIRARDEAU CNTY MO INDL DEV AUTH HEALTH CAR...,243520000
1243,Missouri 8th,MISSOURI ST DEV FIN BRD INFRASTRUCTURE FACS REV,234435000
1243,Missouri 8th,MISSOURI ST DEV FIN BRD REV,183580000
1243,Missouri 8th,MISSOURI ST ENVIRONMENTAL IMPT & ENERGY RES AUT...,160000000
1243,Missouri 8th,KIRKWOOD MO INDL DEV AUTH RETIREMENT CMNTY REV,111020000
1243,Missouri 8th,JACKSON CNTY MO CONS SCH DIST NO 002,103160000
1243,Missouri 8th,MISSOURI ST PUB UTILS COMMN REV,102500000
1243,Missouri 8th,SOUTHEAST MO ST UNIV SYS FACS REV,90970000
1243,Missouri 8th,OZARK MO REORG SCH DIST NO R06,82460000
1243,Missouri 8th,MISSOURI ST HEALTH & EDL FACS AUTH EDL FACS REV,77425000
1243,Missouri 8th,JEFFERSON CNTY MO CONS SCH DIST NO 006,51370000
1243,Missouri 8th,CAPE GIRARDEAU CNTY MO REORG SCH DIST NO R-02 J...,43575000
1243,Missouri 8th,CAPE GIRARDEAU MO SCH DIST NO 063,43305000
1243,Missouri 8th,ROLLA MO SCH DIST NO 31,41205000
1243,Missouri 8th,JEFFERSON CNTY MO CONS SCH DIST C-1 WINDSOR,37490000
1243,Missouri 8th,LIBERTY MO SPL OBLIG TAX INCREMENT & SPL DISTS,37240000
1243,Missouri 8th,FESTUS MO R-VI SCH DIST LEASE CTFS PARTN,35895000
1243,Missouri 8th,POPLAR BLUFF MO R-I SCH DIST LEASE CTFS PARTN,31830000
1243,Missouri 8th,OZARK MO R-6 SCH DIST LEASE CTF PARTN,31730000
1243,Missouri 8th,JEFFERSON CNTY MO SCH DIST NO 73 DESOTO,31260000
1243,Missouri 8th,ST FRANCOIS CNTY MO SCH DIST NO R-7 FARMINGTON,31040000
1243,Missouri 8th,JEFFERSON CNTY MO REORG SCH DIST NO R-5 DUNKLIN,29620000
1243,Missouri 8th,CAPE GIRARDEAU CNTY MO INDL DEV AUTH TAX INCREM...,27600000
1243,Missouri 8th,SCOTT CNTY MO SCH DIST NO R-06,26465000
1243,Missouri 8th,STODDARD CNTY MO REORG SCH DIST NO 11,26075000
1243,Missouri 8th,MINERAL AREA MO CMNTY COLLEGE DIST,23785000
